frame_number,timestamp,ball_x,ball_y,player_1_x_meter,player_1_y_meter,player_2_x_meter,player_2_y_meter,is_rally_frame,rally_id,is_wall_hit,wall_hit_x_meter,wall_hit_y_meter,is_racket_hit,racket_hit_player_id,stroke_type,shot_type,shot_direction,shot_depth,point_winner,point_winner_reason,wall_hit_player_id,ball_speed,opponent_distance_moved,wall_hit_height,next_opponent_x,next_opponent_y
38,1.2666666666666666,705.0,375.0,1.796977325379281,7.598840443374977,4.715386295508191,6.297657494968929,True,0,False,,,False,-1,,,,,-1,,,,,,,
39,1.3,691.0,377.0,1.7845746436545686,7.595950701622945,4.671225686787693,6.292995007094266,True,0,False,,,False,-1,,,,,-1,,,,,,,
40,1.3333333333333333,677.0,379.0,1.775541902176514,7.593237498744124,4.627867249232844,6.289487276462292,True,0,False,,,False,-1,,,,,-1,,,,,,,
41,1.3666666666666667,665.0,385.0,1.7662206371477531,7.58965104348372,4.582780027438887,6.287390924330293,True,0,False,,,False,-1,,,,,-1,,,,,,,
42,1.4,653.0,391.0,1.752454862187525,7.584336246953439,4.532612070244356,6.285195991018496,True,0,False,,,False,-1,,,,,-1,,,,,,,
43,1.4333333333333333,633.0,393.0,1.7308057955848728,7.577042508840075,4.4766660706705155,6.279835304802955,True,0,False,,,False,-1,,,,,-1,,,,,,,
44,1.4666666666666666,617.5,360.0,1.6993010495867307,7.56805822175692,4.4190134866690185,6.268725403938252,True,0,False,,,False,-1,,,,,-1,,,,,,,
45,1.5,602.0,327.0,1.657603777520288,7.5579056612905,4.36555025474215,6.251469730426995,True,0,False,,,False,-1,,,,,-1,,,,,,,
46,1.5333333333333334,586.5,294.0,1.6070498960424258,7.547171784642664,4.3182534046203225,6.230015004808202,True,0,False,,,False,-1,,,,,-1,,,,,,,
47,1.5666666666666667,571.0,261.0,1.5508356152086282,7.536565174373221,4.273253732049771,6.207888651533463,True,0,False,,,False,-1,,,,,-1,,,,,,,
48,1.6,555.0,215.0,1.493857073169624,7.52705502468625,4.224913674537083,6.188992250574856,True,0,False,,,False,-1,,,,,-1,,,,,,,
49,1.6333333333333333,543.0,181.0,1.4416216293890707,7.519963663217068,4.17083759248282,6.17594313040428,True,0,False,,,False,-1,,,,,-1,,,,,,,
50,1.6666666666666667,533.6666666666666,165.66666666666666,1.3985319677031562,7.516714482875146,4.1130451968988915,6.168776243388064,True,0,False,,,False,-1,,,,,-1,,,,,,,
51,1.7,524.3333333333334,150.33333333333334,1.3664736896627059,7.517893444334078,4.055831372888199,6.1651866826696935,True,0,False,,,False,-1,,,,,-1,,,,,,,
52,1.7333333333333334,515.0,135.0,1.3444645707957275,7.522211916223373,4.003006286573838,6.162451535729837,True,0,False,,,False,-1,,,,,-1,,,,,,,
53,1.7666666666666666,506.0,131.0,1.3295358072672432,7.526864176775629,3.9561964284725697,6.159603179285385,True,0,False,,,False,-1,,,,,-1,,,,,,,
54,1.8,497.0,127.0,1.3182514458140886,7.529507251862329,3.9149263645920014,6.15782084211247,True,0,False,,,False,-1,,,,,-1,,,,,,,
55,1.8333333333333333,489.0,125.0,1.307872797036577,7.529995288775609,3.877552058853591,6.15860581517263,True,0,False,,,False,-1,,,,,-1,,,,,,,
56,1.8666666666666667,479.0,123.0,1.2966922984705787,7.530311504243708,3.8410152475810104,6.161787752605756,True,0,False,,,False,-1,,,,,-1,,,,,,,
57,1.9,469.0,121.0,1.2839968604575842,7.533551497835935,3.800480437577316,6.165684590053977,True,0,False,,,False,-1,,,,,-1,,,,,,,
58,1.9333333333333333,459.0,119.0,1.2702929491700046,7.543480963925672,3.75199932849284,6.169308070183051,True,0,False,,,False,-1,,,,,-1,,,,,,,
59,1.9666666666666666,449.0,119.0,1.2575981097646436,7.564462694582991,3.69632775037917,6.17407526598681,True,0,False,,,False,-1,,,,,-1,,,,,,,
60,2.0,439.0,119.0,1.2489462383129315,7.600333772686971,3.6382695721815197,6.182899519631378,True,0,False,,,False,-1,,,,,-1,,,,,,,
61,2.033333333333333,427.0,125.0,1.2468723884403587,7.652082799012367,3.581529816106321,6.197696577278034,True,0,False,,,False,-1,,,,,-1,,,,,,,
62,2.066666666666667,415.0,127.0,1.2519268115806212,7.71622341536419,3.5254263256406233,6.21826980242205,True,0,False,,,False,-1,,,,,-1,,,,,,,
63,2.1,403.0,133.0,1.2624665609134378,7.785707154517178,3.4671147398819464,6.243307087288919,True,0,False,,,False,-1,,,,,-1,,,,,,,
64,2.1333333333333333,389.0,139.0,1.2758092640805638,7.8529541617192145,3.406001487835888,6.27168547400999,True,0,False,,,False,-1,,,,,-1,,,,,,,
65,2.1666666666666665,375.0,147.0,1.2897550936996816,7.912784647020761,3.345374572346401,6.3029438704626575,True,0,False,,,False,-1,,,,,-1,,,,,,,
66,2.2,361.0,155.0,1.3034871244205488,7.963675710923248,3.290441391381222,6.337505607133623,True,0,False,,,False,-1,,,,,-1,,,,,,,
67,2.2333333333333334,349.0,165.0,1.3174862521802855,8.007416680411092,3.2451959222494535,6.376822084775551,True,0,False,,,False,-1,,,,,-1,,,,,,,
68,2.2666666666666666,333.0,175.0,1.3326930373196149,8.047883480159635,3.2103761819960233,6.42261251275287,True,0,False,,,False,-1,,,,,-1,,,,,,,
69,2.3,317.0,189.0,1.3495037521019322,8.089493754814288,3.1833631823984696,6.474897987741631,True,0,False,,,False,-1,,,,,-1,,,,,,,
70,2.3333333333333335,301.0,205.0,1.3672412846616204,8.135785607224207,3.159808500582597,6.530272622710017,True,0,False,,,False,-1,,,,,-1,,,,,,,
71,2.3666666666666667,283.0,221.0,1.3843414925653854,8.18828333212452,3.135841936089486,6.58261615404658,True,0,False,,,False,-1,,,,,-1,,,,,,,
72,2.4,267.0,241.0,1.398933822685609,8.245545164995612,3.1094265424621375,6.626099280224865,True,0,False,,,False,-1,,,,,-1,,,,,,,
73,2.433333333333333,247.0,263.0,1.4094050694423266,8.302797159766358,3.0802993942677714,6.657635676963294,True,0,False,,,False,-1,,,,,-1,,,,,,,
74,2.466666666666667,233.0,283.0,1.4149111208065883,8.353203935195719,3.0490810447074814,6.677237722823788,True,0,False,,,False,-1,,,,,-1,,,,,,,
75,2.5,237.0,299.0,1.4157822448913828,8.390970729700499,3.0165221264188027,6.687481758955311,True,0,False,,,False,-1,,,,,-1,,,,,,,
76,2.533333333333333,239.0,317.0,1.41321761591849,8.414234785824508,2.9833624641274836,6.692780237516326,True,0,False,,,False,-1,,,,,-1,,,,,,,
77,2.566666666666667,253.0,311.0,1.4081915236907312,8.425331854941538,2.95057144476341,6.697723546910469,True,0,False,,,False,-1,,,,,-1,,,,,,,
78,2.6,267.0,305.0,1.4011396359473292,8.428586962806287,2.9194316029770127,6.704815683309598,True,0,False,,,False,-1,,,,,-1,,,,,,,
79,2.6333333333333333,281.0,299.0,1.3937667866693384,8.427953648218073,2.8912441724870264,6.713541841075358,True,0,False,,,False,-1,,,,,-1,,,,,,,
80,2.6666666666666665,295.0,293.0,1.390994222259243,8.426113988090684,2.8669208506933277,6.721830302779174,True,0,False,,,False,-1,,,,,-1,,,,,,,
81,2.7,309.0,287.0,1.399335580618173,8.424667156552427,2.846790989799289,6.728551273581074,True,0,False,,,True,1,backhand,straight_drive,straight,long,-1,,,10.048831199425608,1.5900620547487927,3.4469013714378627,2.056856678407364,8.108515447622457
82,2.7333333333333334,323.0,281.0,1.4219652118415707,8.424299450214313,2.8305214933490954,6.734922340830581,True,0,False,,,False,-1,,,,,-1,,,,,,,
83,2.7666666666666666,337.0,275.0,1.4556968985530006,8.424587150172586,2.8167900690121788,6.743907133117149,True,0,False,,,False,-1,,,,,-1,,,,,,,
84,2.8,351.0,269.0,1.4934932197926072,8.424122477415402,2.802906091709355,6.758372785371825,True,0,False,,,False,-1,,,,,-1,,,,,,,
85,2.8333333333333335,375.0,213.0,1.5297626150622565,8.42150199482079,2.785286747576479,6.779609056533836,True,0,False,,,False,-1,,,,,-1,,,,,,,
86,2.8666666666666667,391.0,167.0,1.5632804063678463,8.416841686633685,2.7612182366911964,6.807237678608493,True,0,False,,,False,-1,,,,,-1,,,,,,,
87,2.9,400.6,150.2,1.5963495938269174,8.412771666910881,2.7307366472242087,6.839875206380238,True,0,False,,,False,-1,,,,,-1,,,,,,,
88,2.933333333333333,410.2,133.4,1.6326231580889747,8.413829560611353,2.6968460216027963,6.8752208126851215,True,0,False,,,False,-1,,,,,-1,,,,,,,
89,2.966666666666667,419.8,116.6,1.6754846321846975,8.42395097598532,2.6637473126703295,6.9097579178515325,True,0,False,,,False,-1,,,,,-1,,,,,,,
90,3.0,429.4,99.8,1.726806670317249,8.443441241266196,2.634493320678162,6.939410424829603,True,0,False,,,False,-1,,,,,-1,,,,,,,
91,3.033333333333333,439.0,83.0,1.7859517655630204,8.46809369816288,2.6095599365925617,6.96086269726845,True,0,False,,,False,-1,,,,,-1,,,,,,,
92,3.066666666666667,437.0,81.0,1.8498807827052086,8.491720063983804,2.5867892260356937,6.971717853156232,True,0,False,,,False,-1,,,,,-1,,,,,,,
93,3.1,435.0,77.0,1.9145792679401235,8.50995830072808,2.562356730023901,6.968846476759257,True,0,False,,,False,-1,,,,,-1,,,,,,,
94,3.1333333333333333,431.0,75.0,1.9766397011044166,8.521966496361566,2.5321945232410297,6.947348043897997,True,0,False,,,False,-1,,,,,-1,,,,,,,
95,3.1666666666666665,427.0,73.0,2.0339295974242093,8.529065440409873,2.4932934946510414,6.9031586523820945,True,0,False,,,False,-1,,,,,-1,,,,,,,
96,3.2,425.0,73.0,2.0853717824197338,8.532184830207477,2.444507700762325,6.838854854374839,True,0,True,0.7162543942426786,3.4469013714378627,False,-1,,,,,-1,,1,,,,,
97,3.2333333333333334,423.0,73.0,2.1305781297884225,8.530482335974865,2.3867844475195046,6.767973166602096,True,0,False,,,False,-1,,,,,-1,,,,,,,
98,3.2666666666666666,419.0,73.0,2.170024889556861,8.522022406097848,2.3229587501329902,6.713525987734576,True,0,False,,,False,-1,,,,,-1,,,,,,,
99,3.3,415.0,75.0,2.2056600373197495,8.505415719568372,2.2571110383358137,6.700182388930157,True,0,False,,,False,-1,,,,,-1,,,,,,,
100,3.3333333333333335,413.0,81.0,2.2408076471972898,8.480375432936134,2.193336745540282,6.7431350524513665,True,0,False,,,False,-1,,,,,-1,,,,,,,
101,3.3666666666666667,409.0,85.0,2.2787298905234104,8.446439703081271,2.1344729745825677,6.8401052398193,True,0,False,,,False,-1,,,,,-1,,,,,,,
102,3.4,405.0,91.0,2.3210865451907177,8.402103493140237,2.081982165561259,6.972980905586791,True,0,False,,,False,-1,,,,,-1,,,,,,,
103,3.433333333333333,403.0,97.0,2.3679154358441457,8.347306269234133,2.037033384928872,7.118191246994034,True,0,False,,,False,-1,,,,,-1,,,,,,,
104,3.466666666666667,399.0,105.0,2.418723404108627,8.287900002142516,2.001183817432704,7.257630700866194,True,0,False,,,False,-1,,,,,-1,,,,,,,
105,3.5,395.0,117.0,2.472856127077788,8.23609687892305,1.9756376574354673,7.383305444938651,True,0,False,,,False,-1,,,,,-1,,,,,,,
106,3.533333333333333,391.0,127.0,2.5287926276224004,8.203994557907809,1.9601029591786543,7.495144216676808,True,0,False,,,False,-1,,,,,-1,,,,,,,
107,3.566666666666667,387.0,141.0,2.583934745405286,8.195573388086785,1.9528290875130627,7.596026592124002,True,0,False,,,False,-1,,,,,-1,,,,,,,
108,3.6,383.0,155.0,2.6356572199730817,8.204721376564995,1.9518296145261105,7.688577673631382,True,0,False,,,False,-1,,,,,-1,,,,,,,
109,3.6333333333333333,379.0,173.0,2.682467643012821,8.220206710471459,1.9559668739812897,7.774649081248812,True,0,False,,,False,-1,,,,,-1,,,,,,,
110,3.6666666666666665,375.0,193.0,2.7241165155134293,8.231627960134858,1.9651190007404655,7.8551375122786355,True,0,False,,,False,-1,,,,,-1,,,,,,,
111,3.7,371.0,213.0,2.7607751378977814,8.230585943436179,1.9797593262459667,7.928663670233219,True,0,False,,,False,-1,,,,,-1,,,,,,,
112,3.7333333333333334,365.0,237.0,2.792123226602359,8.207318379727646,2.0004791485752644,7.991139030202159,True,0,False,,,False,-1,,,,,-1,,,,,,,
113,3.7666666666666666,363.0,263.0,2.817085712075442,8.148853619129554,2.027511321701318,8.03823868956007,True,0,False,,,False,-1,,,,,-1,,,,,,,
114,3.8,357.0,291.0,2.834546074914676,8.044625156711016,2.060201171956555,8.068998466874875,True,0,False,,,False,-1,,,,,-1,,,,,,,
115,3.8333333333333335,353.0,321.0,2.8447323859872746,7.89779840896866,2.0966693489872226,8.086739707539154,True,0,False,,,False,-1,,,,,-1,,,,,,,
116,3.8666666666666667,347.0,355.0,2.8501003719040203,7.7310737363824,2.133948242979625,8.096573245983755,True,0,False,,,False,-1,,,,,-1,,,,,,,
117,3.9,343.0,393.0,2.8545062159055092,7.577310214344921,2.1684879464998885,8.102411088449085,True,0,False,,,False,-1,,,,,-1,,,,,,,
118,3.933333333333333,337.0,433.0,2.8610079912259954,7.460882411623633,2.1967786058502226,8.106036372291351,True,0,False,,,False,-1,,,,,-1,,,,,,,
119,3.966666666666667,333.0,475.0,2.8701767721059817,7.386650066190784,2.216034713091041,8.10789945050803,True,0,False,,,False,-1,,,,,-1,,,,,,,
120,4.0,333.44444444444446,493.44444444444446,2.880258617315378,7.344374864925072,2.22487127936378,8.108051642413646,True,0,False,,,False,-1,,,,,-1,,,,,,,
121,4.033333333333333,333.8888888888889,511.8888888888889,2.8886946608431545,7.320149753880457,2.2235736631867793,8.106536548665279,True,0,False,,,False,-1,,,,,-1,,,,,,,
122,4.066666666666666,334.3333333333333,530.3333333333334,2.893511463783738,7.303381112253243,2.2135911026449087,8.103552403267763,True,0,False,,,False,-1,,,,,-1,,,,,,,
123,4.1,334.77777777777777,548.7777777777778,2.8937261829597034,7.286934674085452,2.1966335916074624,8.099672071998022,True,0,False,,,False,-1,,,,,-1,,,,,,,
124,4.133333333333334,335.22222222222223,567.2222222222222,2.8891456137624285,7.265105778236155,2.1743855715020755,8.09588086557694,True,0,False,,,False,-1,,,,,-1,,,,,,,
125,4.166666666666667,335.6666666666667,585.6666666666666,2.8803489673778033,7.233194957500924,2.1490601448568882,8.093186073650047,True,0,False,,,False,-1,,,,,-1,,,,,,,
126,4.2,336.1111111111111,604.1111111111111,2.8688753544055317,7.188435490799588,2.1236713718938858,8.09213057220269,True,0,False,,,False,-1,,,,,-1,,,,,,,
127,4.233333333333333,336.55555555555554,622.5555555555555,2.8569698617344064,7.130806272131421,2.1012473866727124,8.092679843157939,True,0,False,,,False,-1,,,,,-1,,,,,,,
128,4.266666666666667,337.0,641.0,2.8467884630040663,7.063499461934479,2.08370877361398,8.094491374187767,True,0,False,,,False,-1,,,,,-1,,,,,,,
129,4.3,341.0,625.0,2.8398096930806096,6.992839871987995,2.0714459344296534,8.097197643594228,True,0,False,,,False,-1,,,,,-1,,,,,,,
130,4.333333333333333,345.0,611.0,2.836937490744842,6.926450379781768,2.063680538492965,8.10044734713203,True,0,False,,,False,-1,,,,,-1,,,,,,,
131,4.366666666666666,349.0,599.0,2.8388870465758185,6.869874838794192,2.0590621132291522,8.103754636061785,True,0,False,,,False,-1,,,,,-1,,,,,,,
132,4.4,353.0,587.0,2.8461746637784375,6.82442723909183,2.0561362459082693,8.106467833884105,True,0,False,,,False,-1,,,,,-1,,,,,,,
133,4.433333333333334,357.0,579.0,2.858579145808089,6.788324556995361,2.0537548555135543,8.108037455370749,True,0,False,,,False,-1,,,,,-1,,,,,,,
134,4.466666666666667,361.0,573.0,2.874627906317281,6.759523980029042,2.0515603389504737,8.108363059234748,True,0,False,,,False,-1,,,,,-1,,,,,,,
135,4.5,365.0,567.0,2.891821888691628,6.737221980854474,2.0502897687975707,8.107926224641123,True,0,False,,,False,-1,,,,,-1,,,,,,,
136,4.533333333333333,369.0,563.0,2.9076624132364994,6.721301515964598,2.0515091609869254,8.107645936691181,True,0,False,,,False,-1,,,,,-1,,,,,,,
137,4.566666666666666,363.0,557.0,2.9206004962240315,6.711370559054428,2.056856678407364,8.108515447622457,True,0,False,,,True,2,backhand,straight_drive,straight,long,-1,,,16.653924444405806,2.835386898424591,1.6661132017665221,1.4011755746928274,9.10527255612693
138,4.6,371.85714285714283,519.2857142857143,2.9299677529858554,6.706679252646689,2.0672884904405335,8.111143798677066,True,0,False,,,False,-1,,,,,-1,,,,,,,
139,4.633333333333334,380.7142857142857,481.57142857142856,2.9350759985419286,6.706595229054567,2.0826834589954677,8.115423393050001,True,0,False,,,False,-1,,,,,-1,,,,,,,
140,4.666666666666667,389.57142857142856,443.8571428571429,2.9345879399219843,6.71075545579554,2.1019200174108,8.120535974099909,True,0,False,,,False,-1,,,,,-1,,,,,,,
141,4.7,398.42857142857144,406.1428571428571,2.92689758115088,6.718598060830592,2.1233815761667136,8.12525523736201,True,0,False,,,False,-1,,,,,-1,,,,,,,
142,4.733333333333333,407.2857142857143,368.42857142857144,2.911256203739404,6.7286258738060045,2.1456358359204506,8.128383346023359,True,0,False,,,False,-1,,,,,-1,,,,,,,
143,4.766666666666667,416.14285714285717,330.7142857142857,2.888803813770304,6.7380407201162615,2.1679196179051066,8.129251269156306,True,0,False,,,False,-1,,,,,-1,,,,,,,
144,4.8,425.0,293.0,2.862940356292599,6.743416789654651,2.1902764246407327,8.128130815745383,True,0,False,,,False,-1,,,,,-1,,,,,,,
145,4.833333333333333,427.6666666666667,271.0,2.838906588827313,6.742416628948133,2.213359272911789,8.126116332700573,True,0,False,,,False,-1,,,,,-1,,,,,,,
146,4.866666666666666,430.3333333333333,249.0,2.8222382737675367,6.735273842915824,2.2380234499608287,8.124339290050472,True,0,False,,,False,-1,,,,,-1,,,,,,,
147,4.9,433.0,227.0,2.8159367570850016,6.724816782861522,2.264902198103399,8.123132627434043,True,0,False,,,False,-1,,,,,-1,,,,,,,
148,4.933333333333334,427.0,227.0,2.818042962344087,6.715278894647278,2.2940159585111584,8.12184704254775,True,0,False,,,False,-1,,,,,-1,,,,,,,
149,4.966666666666667,419.0,225.0,2.822304498660282,6.7108111124514025,2.3243432807825144,8.119191965898164,True,0,True,0.3621693306683051,1.6661132017665221,False,-1,,,,,-1,,2,,,,,
150,5.0,413.0,225.0,2.821525960331601,6.713985741042083,2.3537183131767097,8.113367463255994,True,0,False,,,False,-1,,,,,-1,,,,,,,
151,5.033333333333333,405.0,229.0,2.809447751013235,6.724550277258327,2.3797163212285435,8.10160697940901,True,0,False,,,False,-1,,,,,-1,,,,,,,
152,5.066666666666666,397.0,233.0,2.7791109168425296,6.739311993963586,2.401199347721169,8.07976068648336,True,0,False,,,False,-1,,,,,-1,,,,,,,
153,5.1,395.0,233.0,2.7215436851328274,6.75387776506461,2.4190827126576266,8.043007887262357,True,0,False,,,False,-1,,,,,-1,,,,,,,
154,5.133333333333334,381.0,241.0,2.6299605428228348,6.765359385003373,2.4356272603399183,7.987944806527681,True,0,False,,,False,-1,,,,,-1,,,,,,,
155,5.166666666666667,373.0,247.0,2.5081504327724584,6.773656907113404,2.453118297140103,7.914825790148286,True,0,False,,,False,-1,,,,,-1,,,,,,,
156,5.2,363.0,255.0,2.3741308398976138,6.780234474889582,2.4729748986471205,7.828429153734662,True,0,False,,,False,-1,,,,,-1,,,,,,,
157,5.233333333333333,355.0,263.0,2.252235124223068,6.786620197275936,2.4955871274694252,7.737211241261715,True,0,False,,,False,-1,,,,,-1,,,,,,,
158,5.266666666666667,345.0,273.0,2.158903488841254,6.795378476474156,2.520754480509766,7.65173953159745,True,0,False,,,False,-1,,,,,-1,,,,,,,
159,5.3,335.0,285.0,2.095186032259086,6.812636318520286,2.548262393757478,7.5832892833303,True,0,False,,,False,-1,,,,,-1,,,,,,,
160,5.333333333333333,325.0,299.0,2.0516353175507276,6.847993748382708,2.5779617182600525,7.541873140540975,True,0,False,,,False,-1,,,,,-1,,,,,,,
161,5.366666666666666,313.0,313.0,2.018090175396822,6.910085799301323,2.609247937298599,7.532360613495719,True,0,False,,,False,-1,,,,,-1,,,,,,,
162,5.4,301.0,329.0,1.988621204864842,7.0015265012418,2.6405437004120333,7.550037800239365,True,0,False,,,False,-1,,,,,-1,,,,,,,
163,5.433333333333334,291.0,349.0,1.9606402541692722,7.117558958489525,2.6693837697413842,7.580030347397778,True,0,False,,,False,-1,,,,,-1,,,,,,,
164,5.466666666666667,279.0,371.0,1.9328980896382724,7.247836216563394,2.693179646068202,7.602558463899081,True,0,False,,,False,-1,,,,,-1,,,,,,,
165,5.5,265.0,393.0,1.904827421314397,7.379067359239386,2.7101479262300066,7.600321671029373,True,0,False,,,False,-1,,,,,-1,,,,,,,
166,5.533333333333333,251.0,419.0,1.87656806548536,7.499026252689765,2.7198015050163007,7.5633608491771644,True,0,False,,,False,-1,,,,,-1,,,,,,,
167,5.566666666666666,235.0,447.0,1.8489624673249785,7.601799693076957,2.7229125924408892,7.491125062694026,True,0,False,,,False,-1,,,,,-1,,,,,,,
168,5.6,233.0,471.0,1.8233972424889748,7.690028617611306,2.721176873817648,7.393075132683757,True,0,False,,,False,-1,,,,,-1,,,,,,,
