frame_number,timestamp,ball_x,ball_y,player_1_x_meter,player_1_y_meter,player_2_x_meter,player_2_y_meter,is_rally_frame,rally_id,is_wall_hit,wall_hit_x_meter,wall_hit_y_meter,is_racket_hit,racket_hit_player_id,stroke_type,shot_type,shot_direction,shot_depth,point_winner,point_winner_reason,wall_hit_player_id,ball_speed,opponent_distance_moved,wall_hit_height,next_opponent_x,next_opponent_y,player_1_in_t_zone,player_2_in_t_zone,player_1_time_to_t,player_2_time_to_t
97,3.2333333333333334,423.0,73.0,2.1305781297884225,8.530482335974865,2.3867844475195046,6.767973166602096,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
98,3.2666666666666666,419.0,73.0,2.170024889556861,8.522022406097848,2.3229587501329902,6.713525987734576,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
99,3.3,415.0,75.0,2.2056600373197495,8.505415719568372,2.2571110383358137,6.700182388930157,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
100,3.3333333333333335,413.0,81.0,2.2408076471972898,8.480375432936134,2.193336745540282,6.7431350524513665,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
101,3.3666666666666667,409.0,85.0,2.2787298905234104,8.446439703081271,2.1344729745825677,6.8401052398193,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
102,3.4,405.0,91.0,2.3210865451907177,8.402103493140237,2.081982165561259,6.972980905586791,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
103,3.433333333333333,403.0,97.0,2.3679154358441457,8.347306269234133,2.037033384928872,7.118191246994034,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
104,3.466666666666667,399.0,105.0,2.418723404108627,8.287900002142516,2.001183817432704,7.257630700866194,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
105,3.5,395.0,117.0,2.472856127077788,8.23609687892305,1.9756376574354673,7.383305444938651,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
106,3.533333333333333,391.0,127.0,2.5287926276224004,8.203994557907809,1.9601029591786543,7.495144216676808,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
107,3.566666666666667,387.0,141.0,2.583934745405286,8.195573388086785,1.9528290875130627,7.596026592124002,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
108,3.6,383.0,155.0,2.6356572199730817,8.204721376564995,1.9518296145261105,7.688577673631382,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
109,3.6333333333333333,379.0,173.0,2.682467643012821,8.220206710471459,1.9559668739812897,7.774649081248812,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
110,3.6666666666666665,375.0,193.0,2.7241165155134293,8.231627960134858,1.9651190007404655,7.8551375122786355,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
111,3.7,371.0,213.0,2.7607751378977814,8.230585943436179,1.9797593262459667,7.928663670233219,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
112,3.7333333333333334,365.0,237.0,2.792123226602359,8.207318379727646,2.0004791485752644,7.991139030202159,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
113,3.7666666666666666,363.0,263.0,2.817085712075442,8.148853619129554,2.027511321701318,8.03823868956007,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
114,3.8,357.0,291.0,2.834546074914676,8.044625156711016,2.060201171956555,8.068998466874875,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
115,3.8333333333333335,353.0,321.0,2.8447323859872746,7.89779840896866,2.0966693489872226,8.086739707539154,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
116,3.8666666666666667,347.0,355.0,2.8501003719040203,7.7310737363824,2.133948242979625,8.096573245983755,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
117,3.9,343.0,393.0,2.8545062159055092,7.577310214344921,2.1684879464998885,8.102411088449085,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
118,3.933333333333333,337.0,433.0,2.8610079912259954,7.460882411623633,2.1967786058502226,8.106036372291351,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
119,3.966666666666667,333.0,475.0,2.8701767721059817,7.386650066190784,2.216034713091041,8.10789945050803,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
120,4.0,333.44444444444446,493.44444444444446,2.880258617315378,7.344374864925072,2.22487127936378,8.108051642413646,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
121,4.033333333333333,333.8888888888889,511.8888888888889,2.8886946608431545,7.320149753880457,2.2235736631867793,8.106536548665279,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
122,4.066666666666666,334.3333333333333,530.3333333333334,2.893511463783738,7.303381112253243,2.2135911026449087,8.103552403267763,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
123,4.1,334.77777777777777,548.7777777777778,2.8937261829597034,7.286934674085452,2.1966335916074624,8.099672071998022,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
124,4.133333333333334,335.22222222222223,567.2222222222222,2.8891456137624285,7.265105778236155,2.1743855715020755,8.09588086557694,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
125,4.166666666666667,335.6666666666667,585.6666666666666,2.8803489673778033,7.233194957500924,2.1490601448568882,8.093186073650047,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
126,4.2,336.1111111111111,604.1111111111111,2.8688753544055317,7.188435490799588,2.1236713718938858,8.09213057220269,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
127,4.233333333333333,336.55555555555554,622.5555555555555,2.8569698617344064,7.130806272131421,2.1012473866727124,8.092679843157939,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
128,4.266666666666667,337.0,641.0,2.8467884630040663,7.063499461934479,2.08370877361398,8.094491374187767,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
129,4.3,341.0,625.0,2.8398096930806096,6.992839871987995,2.0714459344296534,8.097197643594228,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
130,4.333333333333333,345.0,611.0,2.836937490744842,6.926450379781768,2.063680538492965,8.10044734713203,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
131,4.366666666666666,349.0,599.0,2.8388870465758185,6.869874838794192,2.0590621132291522,8.103754636061785,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
132,4.4,353.0,587.0,2.8461746637784375,6.82442723909183,2.0561362459082693,8.106467833884105,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
133,4.433333333333334,357.0,579.0,2.858579145808089,6.788324556995361,2.0537548555135543,8.108037455370749,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
134,4.466666666666667,361.0,573.0,2.874627906317281,6.759523980029042,2.0515603389504737,8.108363059234748,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
135,4.5,365.0,567.0,2.891821888691628,6.737221980854474,2.0502897687975707,8.107926224641123,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
136,4.533333333333333,369.0,563.0,2.9076624132364994,6.721301515964598,2.0515091609869254,8.107645936691181,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
137,4.566666666666666,363.0,557.0,2.9206004962240315,6.711370559054428,2.056856678407364,8.108515447622457,True,0,False,,,True,2,backhand,straight_drive,straight,long,-1,,,16.653924444405806,2.835386898424591,1.6661132017665221,1.4011755746928274,9.10527255612693,False,False,,
138,4.6,371.85714285714283,519.2857142857143,2.9299677529858554,6.706679252646689,2.0672884904405335,8.111143798677066,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
139,4.633333333333334,380.7142857142857,481.57142857142856,2.9350759985419286,6.706595229054567,2.0826834589954677,8.115423393050001,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
140,4.666666666666667,389.57142857142856,443.8571428571429,2.9345879399219843,6.71075545579554,2.1019200174108,8.120535974099909,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
141,4.7,398.42857142857144,406.1428571428571,2.92689758115088,6.718598060830592,2.1233815761667136,8.12525523736201,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
142,4.733333333333333,407.2857142857143,368.42857142857144,2.911256203739404,6.7286258738060045,2.1456358359204506,8.128383346023359,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
143,4.766666666666667,416.14285714285717,330.7142857142857,2.888803813770304,6.7380407201162615,2.1679196179051066,8.129251269156306,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
144,4.8,425.0,293.0,2.862940356292599,6.743416789654651,2.1902764246407327,8.128130815745383,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
145,4.833333333333333,427.6666666666667,271.0,2.838906588827313,6.742416628948133,2.213359272911789,8.126116332700573,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
146,4.866666666666666,430.3333333333333,249.0,2.8222382737675367,6.735273842915824,2.2380234499608287,8.124339290050472,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
147,4.9,433.0,227.0,2.8159367570850016,6.724816782861522,2.264902198103399,8.123132627434043,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
148,4.933333333333334,427.0,227.0,2.818042962344087,6.715278894647278,2.2940159585111584,8.12184704254775,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
149,4.966666666666667,419.0,225.0,2.822304498660282,6.7108111124514025,2.3243432807825144,8.119191965898164,True,0,True,0.3621693306683051,1.6661132017665221,False,-1,,,,,-1,,2,,,,,,False,False,,
150,5.0,413.0,225.0,2.821525960331601,6.713985741042083,2.3537183131767097,8.113367463255994,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
151,5.033333333333333,405.0,229.0,2.809447751013235,6.724550277258327,2.3797163212285435,8.10160697940901,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
152,5.066666666666666,397.0,233.0,2.7791109168425296,6.739311993963586,2.401199347721169,8.07976068648336,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
153,5.1,395.0,233.0,2.7215436851328274,6.75387776506461,2.4190827126576266,8.043007887262357,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
154,5.133333333333334,381.0,241.0,2.6299605428228348,6.765359385003373,2.4356272603399183,7.987944806527681,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
155,5.166666666666667,373.0,247.0,2.5081504327724584,6.773656907113404,2.453118297140103,7.914825790148286,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
156,5.2,363.0,255.0,2.3741308398976138,6.780234474889582,2.4729748986471205,7.828429153734662,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
157,5.233333333333333,355.0,263.0,2.252235124223068,6.786620197275936,2.4955871274694252,7.737211241261715,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
