frame_number,timestamp,ball_x,ball_y,player_1_x_meter,player_1_y_meter,player_2_x_meter,player_2_y_meter,is_rally_frame,rally_id,is_wall_hit,wall_hit_x_meter,wall_hit_y_meter,is_racket_hit,racket_hit_player_id,stroke_type,shot_type,shot_direction,shot_depth,point_winner,point_winner_reason,wall_hit_player_id,ball_speed,opponent_distance_moved,wall_hit_height,next_opponent_x,next_opponent_y,player_1_in_t_zone,player_2_in_t_zone,player_1_time_to_t,player_2_time_to_t
0,0.0,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
1,0.03333333333333333,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
2,0.06666666666666667,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
3,0.1,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
4,0.13333333333333333,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
5,0.16666666666666666,781.0,387.0,2.0112872351585716,7.641266796507432,5.7498453012682145,6.184872732465189,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
6,0.2,781.0,387.0,2.0112875104565786,7.641266855995593,5.74984380907973,6.184873132647958,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
7,0.23333333333333334,781.0,387.0,2.0112892611130997,7.641267265758332,5.749832091256261,6.18487713163716,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
8,0.26666666666666666,781.0,387.0,2.0112984283659863,7.641269558825567,5.74976909159577,6.184899723003829,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
9,0.3,781.0,387.0,2.0113357360305653,7.641279335206817,5.749502811124,6.185001672337641,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
10,0.3333333333333333,781.0,387.0,2.0114558771856683,7.64131273729166,5.748613179285396,6.185365103558251,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
11,0.36666666666666664,781.0,387.0,2.0117682372701657,7.641405626849567,5.746250636295093,6.186404810639798,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
12,0.4,781.0,387.0,2.0124399565784667,7.6416186569348215,5.741235154456378,6.188806833424206,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
13,0.43333333333333335,781.0,387.0,2.013673024732458,7.642025504630851,5.732654093780312,6.193335070132809,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
14,0.4666666666666667,781.0,387.0,2.01566325263998,7.642676544485544,5.720680774805267,6.200413219344523,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
15,0.5,781.0,387.0,2.018528634986385,7.643552291662198,5.706803918287331,6.209808655457417,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
16,0.5333333333333333,781.0,387.0,2.022180143744067,7.644550123615987,5.693044939277548,6.220773369527134,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
17,0.5666666666666667,781.0,387.0,2.0262014667104378,7.645536008363631,5.680759085265029,6.232517468318363,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
18,0.6,781.0,387.0,2.02990066824057,7.646410649310425,5.669914031507293,6.244436625415912,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
19,0.6333333333333333,781.0,387.0,2.0325918543097203,7.647087532162578,5.6590866741420225,6.2558245282408524,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
20,0.6666666666666666,781.0,387.0,2.033933379232631,7.647379180424178,5.645909685429011,6.26562241882373,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
21,0.7,781.0,387.0,2.0340547293123423,7.6469513754998415,5.627711608506421,6.272838898859611,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
22,0.7333333333333333,781.0,387.0,2.0333496762868712,7.645481936438458,5.602158276103781,6.277245768837508,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
23,0.7666666666666667,781.0,387.0,2.0320748444640557,7.642877267486007,5.567673162169373,6.279462696565519,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
24,0.8,781.0,387.0,2.030074952240426,7.639246254144934,5.523507861154024,6.280439929030144,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
25,0.8333333333333334,781.0,387.0,2.0268815758141083,7.634673520850617,5.469536463733322,6.281017460118829,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
26,0.8666666666666667,781.0,387.0,2.0220934920048244,7.629243750911853,5.406196810641009,6.281726209208966,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
27,0.9,781.0,387.0,2.0156278390978946,7.623415514203581,5.3350538613512,6.28272702334181,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
28,0.9333333333333333,781.0,387.0,2.0075244294430656,7.618157061657647,5.25965845441265,6.284218736470642,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
29,0.9666666666666667,781.0,387.0,1.9974814980510698,7.614457074039441,5.185360467759274,6.287161061991258,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
30,1.0,781.0,387.0,1.9846426501776557,7.612679755561338,5.117261081212749,6.292955242359328,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
31,1.0333333333333334,781.0,387.0,1.967945770000767,7.612406999328355,5.057549846785412,6.30162021437018,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
32,1.0666666666666667,781.0,387.0,1.9468107649054907,7.612787520167628,5.0045995167802975,6.3106284970428685,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
33,1.1,767.0,381.0,1.9216312138672116,7.612945679712924,4.9548033774997196,6.316414362951732,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
34,1.1333333333333333,753.0,377.0,1.893749890007419,7.612158066760338,4.90550565519839,6.317140142480858,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
35,1.1666666666666667,743.0,375.0,1.8651254330456573,7.609974103514066,4.856310959714525,6.313712397130376,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
36,1.2,725.0,371.0,1.8380454053381536,7.606490534381123,4.807993551184488,6.308387793158779,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
37,1.2333333333333334,717.0,373.0,1.8147985272487461,7.602466961072709,4.761002174962529,6.302857967555086,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
38,1.2666666666666666,705.0,375.0,1.796977325379281,7.598840443374977,4.715386295508191,6.297657494968929,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
39,1.3,691.0,377.0,1.7845746436545686,7.595950701622945,4.671225686787693,6.292995007094266,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
40,1.3333333333333333,677.0,379.0,1.775541902176514,7.593237498744124,4.627867249232844,6.289487276462292,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
41,1.3666666666666667,665.0,385.0,1.7662206371477531,7.58965104348372,4.582780027438887,6.287390924330293,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
42,1.4,653.0,391.0,1.752454862187525,7.584336246953439,4.532612070244356,6.285195991018496,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
43,1.4333333333333333,633.0,393.0,1.7308057955848728,7.577042508840075,4.4766660706705155,6.279835304802955,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
44,1.4666666666666666,617.5,360.0,1.6993010495867307,7.56805822175692,4.4190134866690185,6.268725403938252,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
45,1.5,602.0,327.0,1.657603777520288,7.5579056612905,4.36555025474215,6.251469730426995,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
46,1.5333333333333334,586.5,294.0,1.6070498960424258,7.547171784642664,4.3182534046203225,6.230015004808202,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
47,1.5666666666666667,571.0,261.0,1.5508356152086282,7.536565174373221,4.273253732049771,6.207888651533463,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
48,1.6,555.0,215.0,1.493857073169624,7.52705502468625,4.224913674537083,6.188992250574856,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
49,1.6333333333333333,543.0,181.0,1.4416216293890707,7.519963663217068,4.17083759248282,6.17594313040428,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
50,1.6666666666666667,533.6666666666666,165.66666666666666,1.3985319677031562,7.516714482875146,4.1130451968988915,6.168776243388064,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
51,1.7,524.3333333333334,150.33333333333334,1.3664736896627059,7.517893444334078,4.055831372888199,6.1651866826696935,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
52,1.7333333333333334,515.0,135.0,1.3444645707957275,7.522211916223373,4.003006286573838,6.162451535729837,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
53,1.7666666666666666,506.0,131.0,1.3295358072672432,7.526864176775629,3.9561964284725697,6.159603179285385,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
54,1.8,497.0,127.0,1.3182514458140886,7.529507251862329,3.9149263645920014,6.15782084211247,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
55,1.8333333333333333,489.0,125.0,1.307872797036577,7.529995288775609,3.877552058853591,6.15860581517263,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
56,1.8666666666666667,479.0,123.0,1.2966922984705787,7.530311504243708,3.8410152475810104,6.161787752605756,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
57,1.9,469.0,121.0,1.2839968604575842,7.533551497835935,3.800480437577316,6.165684590053977,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
58,1.9333333333333333,459.0,119.0,1.2702929491700046,7.543480963925672,3.75199932849284,6.169308070183051,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
59,1.9666666666666666,449.0,119.0,1.2575981097646436,7.564462694582991,3.69632775037917,6.17407526598681,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
60,2.0,439.0,119.0,1.2489462383129315,7.600333772686971,3.6382695721815197,6.182899519631378,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
61,2.033333333333333,427.0,125.0,1.2468723884403587,7.652082799012367,3.581529816106321,6.197696577278034,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
62,2.066666666666667,415.0,127.0,1.2519268115806212,7.71622341536419,3.5254263256406233,6.21826980242205,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
63,2.1,403.0,133.0,1.2624665609134378,7.785707154517178,3.4671147398819464,6.243307087288919,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
64,2.1333333333333333,389.0,139.0,1.2758092640805638,7.8529541617192145,3.406001487835888,6.27168547400999,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
65,2.1666666666666665,375.0,147.0,1.2897550936996816,7.912784647020761,3.345374572346401,6.3029438704626575,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
66,2.2,361.0,155.0,1.3034871244205488,7.963675710923248,3.290441391381222,6.337505607133623,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
67,2.2333333333333334,349.0,165.0,1.3174862521802855,8.007416680411092,3.2451959222494535,6.376822084775551,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
68,2.2666666666666666,333.0,175.0,1.3326930373196149,8.047883480159635,3.2103761819960233,6.42261251275287,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
69,2.3,317.0,189.0,1.3495037521019322,8.089493754814288,3.1833631823984696,6.474897987741631,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
70,2.3333333333333335,301.0,205.0,1.3672412846616204,8.135785607224207,3.159808500582597,6.530272622710017,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
71,2.3666666666666667,283.0,221.0,1.3843414925653854,8.18828333212452,3.135841936089486,6.58261615404658,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
72,2.4,267.0,241.0,1.398933822685609,8.245545164995612,3.1094265424621375,6.626099280224865,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,True,,
73,2.433333333333333,247.0,263.0,1.4094050694423266,8.302797159766358,3.0802993942677714,6.657635676963294,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
74,2.466666666666667,233.0,283.0,1.4149111208065883,8.353203935195719,3.0490810447074814,6.677237722823788,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
75,2.5,237.0,299.0,1.4157822448913828,8.390970729700499,3.0165221264188027,6.687481758955311,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
76,2.533333333333333,239.0,317.0,1.41321761591849,8.414234785824508,2.9833624641274836,6.692780237516326,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
77,2.566666666666667,253.0,311.0,1.4081915236907312,8.425331854941538,2.95057144476341,6.697723546910469,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
78,2.6,267.0,305.0,1.4011396359473292,8.428586962806287,2.9194316029770127,6.704815683309598,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
79,2.6333333333333333,281.0,299.0,1.3937667866693384,8.427953648218073,2.8912441724870264,6.713541841075358,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
80,2.6666666666666665,295.0,293.0,1.390994222259243,8.426113988090684,2.8669208506933277,6.721830302779174,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
81,2.7,309.0,287.0,1.399335580618173,8.424667156552427,2.846790989799289,6.728551273581074,True,0,False,,,True,1,backhand,straight_drive,straight,long,-1,,,10.048831199425608,1.5900620547487927,3.4469013714378627,2.056856678407364,8.108515447622457,False,False,,
82,2.7333333333333334,323.0,281.0,1.4219652118415707,8.424299450214313,2.8305214933490954,6.734922340830581,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
83,2.7666666666666666,337.0,275.0,1.4556968985530006,8.424587150172586,2.8167900690121788,6.743907133117149,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
84,2.8,351.0,269.0,1.4934932197926072,8.424122477415402,2.802906091709355,6.758372785371825,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
85,2.8333333333333335,375.0,213.0,1.5297626150622565,8.42150199482079,2.785286747576479,6.779609056533836,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
86,2.8666666666666667,391.0,167.0,1.5632804063678463,8.416841686633685,2.7612182366911964,6.807237678608493,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
87,2.9,400.6,150.2,1.5963495938269174,8.412771666910881,2.7307366472242087,6.839875206380238,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
88,2.933333333333333,410.2,133.4,1.6326231580889747,8.413829560611353,2.6968460216027963,6.8752208126851215,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
89,2.966666666666667,419.8,116.6,1.6754846321846975,8.42395097598532,2.6637473126703295,6.9097579178515325,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
90,3.0,429.4,99.8,1.726806670317249,8.443441241266196,2.634493320678162,6.939410424829603,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
91,3.033333333333333,439.0,83.0,1.7859517655630204,8.46809369816288,2.6095599365925617,6.96086269726845,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
92,3.066666666666667,437.0,81.0,1.8498807827052086,8.491720063983804,2.5867892260356937,6.971717853156232,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
93,3.1,435.0,77.0,1.9145792679401235,8.50995830072808,2.562356730023901,6.968846476759257,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
94,3.1333333333333333,431.0,75.0,1.9766397011044166,8.521966496361566,2.5321945232410297,6.947348043897997,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
95,3.1666666666666665,427.0,73.0,2.0339295974242093,8.529065440409873,2.4932934946510414,6.9031586523820945,True,0,False,,,False,-1,,,,,-1,,,,,,,,False,False,,
96,3.2,425.0,73.0,2.0853717824197338,8.532184830207477,2.444507700762325,6.838854854374839,True,0,True,0.7162543942426786,3.4469013714378627,False,-1,,,,,-1,,1,,,,,,False,False,,
