frame_number,timestamp,ball_x,ball_y,player_1_x_meter,player_1_y_meter,player_2_x_meter,player_2_y_meter,is_rally_frame,rally_id,is_wall_hit,wall_hit_x_meter,wall_hit_y_meter,is_racket_hit,racket_hit_player_id,stroke_type,shot_type,shot_direction,shot_depth
0,0.0,779.0,408.0,2.154003134152417,7.457357637092242,4.837181992211038,6.27154439022845,True,0,False,,,False,-1,,,,
1,0.016666666666666666,779.0,408.0,2.152189126678491,7.457899974573976,4.828156147367465,6.2713022285662285,True,0,False,,,False,-1,,,,
2,0.03333333333333333,779.0,408.0,2.1487484918182855,7.458668318746394,4.812382537511455,6.270902213412135,True,0,False,,,False,-1,,,,
3,0.05,779.0,408.0,2.1439340009332937,7.45925044155127,4.7932223338238025,6.270522583997094,True,0,False,,,False,-1,,,,
4,0.06666666666666667,779.0,408.0,2.137980904252367,7.459333342823529,4.773621586419033,6.270416468782838,True,0,False,,,False,-1,,,,
5,0.08333333333333333,779.0,408.0,2.1311371480600974,7.45872030844302,4.75522785796996,6.270754667700325,True,0,False,,,False,-1,,,,
6,0.1,779.0,408.0,2.12372529338818,7.457349285549796,4.738370232691377,6.2714349702319705,True,0,False,,,False,-1,,,,
7,0.11666666666666667,774.0,409.0,2.116153213919811,7.455535456233921,4.722573364630912,6.272281082193407,True,0,False,,,False,-1,,,,
8,0.13333333333333333,769.0,410.0,2.1088541450745413,7.454195070545198,4.70719067867836,6.27358003330405,True,0,False,,,False,-1,,,,
9,0.15,765.0,406.0,2.102171805902387,7.454534131852139,4.691871235054638,6.276189899394073,True,0,False,,,False,-1,,,,
10,0.16666666666666666,759.0,404.0,2.0962504853994894,7.4572280761458964,4.676630945401737,6.2808672031927335,True,0,False,,,False,-1,,,,
11,0.18333333333333332,753.0,404.0,2.0910255204020745,7.461878304438344,4.661460506295873,6.287577256049985,True,0,False,,,False,-1,,,,
12,0.2,749.0,404.0,2.0863461304879456,7.467364600072001,4.645806883854384,6.295492648479361,True,0,False,,,False,-1,,,,
13,0.21666666666666667,743.0,404.0,2.082112466252308,7.472733077744929,4.628597627192769,6.303461349605993,True,0,False,,,False,-1,,,,
14,0.23333333333333334,739.0,404.0,2.0782814636937754,7.477753400455367,4.609105923258468,6.3105037504363475,True,0,False,,,False,-1,,,,
15,0.25,733.0,402.0,2.0747809481567505,7.482763438985559,4.587974362536403,6.316254480545959,True,0,False,,,False,-1,,,,
16,0.26666666666666666,727.0,404.0,2.0715075019394575,7.488157646522128,4.567237047134521,6.321096401226724,True,0,False,,,False,-1,,,,
17,0.2833333333333333,721.0,404.0,2.0684536526945445,7.494137304447048,4.549109530014441,6.3255812353287135,True,0,False,,,False,-1,,,,
18,0.3,719.0,408.0,2.0657980793828363,7.5009585380808925,4.534619646575118,6.329517975494302,True,0,False,,,False,-1,,,,
19,0.31666666666666665,713.0,408.0,2.0638088297944925,7.5092303598936265,4.523185557368669,6.3317328977412775,True,0,False,,,False,-1,,,,
20,0.3333333333333333,709.0,410.0,2.0626271560226237,7.519677479714569,4.513259170267955,6.330760822405566,True,0,False,,,False,-1,,,,
21,0.35,703.0,412.0,2.0621215306587564,7.532524725586832,4.503359980733093,6.325851308833109,True,0,False,,,False,-1,,,,
22,0.36666666666666664,699.0,415.0,2.061927872649134,7.547223646934661,4.492621747085924,6.31766772553037,True,0,False,,,False,-1,,,,
23,0.38333333333333336,693.0,417.0,2.061628623768031,7.562822438333974,4.480501035818014,6.308177264590351,True,0,False,,,False,-1,,,,
